Start Time		End Time		Location	Activity
----------		--------		--------	--------
2012-11-21 14:10:44	2012-11-21 14:10:47	Door Bathroom		Spare_Time/TV
2012-11-21 14:12:56	2012-11-21 15:01:36	Seat		Spare_Time/TV
2012-11-21 15:01:43	2012-11-21 15:01:47	Door Bathroom		Spare_Time/TV
2012-11-21 15:02:08	2012-11-21 15:02:11	Door Kitchen		Lunch
2012-11-21 15:14:41	2012-11-21 15:14:45	Cupboard		Lunch
2012-11-21 15:15:38	2012-11-21 15:15:41	Door Kitchen		Lunch
2012-11-21 15:15:51	2012-11-21 15:15:54	Door Bathroom		Lunch
2012-11-21 15:22:37	2012-11-21 15:22:40	Door Bathroom		Lunch
2012-11-21 15:24:09	2012-11-21 15:24:12	Door Bathroom		Lunch
2012-11-21 15:24:32	2012-11-21 15:24:34	Door Bathroom		Lunch
2012-11-21 15:24:43	2012-11-21 15:24:47	Door Kitchen		Lunch
2012-11-21 15:32:07	2012-11-21 15:32:10	Door Kitchen		Spare_Time/TV
2012-11-21 15:32:19	2012-11-21 15:32:22	Door Bathroom		Spare_Time/TV
2012-11-21 15:53:56	2012-11-21 15:53:59	Door Bathroom		Spare_Time/TV
2012-11-21 15:57:36	2012-11-21 15:57:38	Door Kitchen		Spare_Time/TV
2012-11-21 15:57:46	2012-11-21 15:57:49	Door Bathroom		Spare_Time/TV
2012-11-21 15:58:13	2012-11-21 17:48:19	Seat		Spare_Time/TV
2012-11-21 17:50:29	2012-11-21 17:50:32	Door Bathroom		Snack
2012-11-21 17:50:45	2012-11-21 17:50:49	Door Kitchen		Snack
2012-11-21 17:53:02	2012-11-21 17:53:15	Fridge		Snack
2012-11-21 17:55:46	2012-11-21 17:55:48	Door Kitchen		Snack
2012-11-21 17:56:03	2012-11-21 17:56:06	Door Bathroom		Spare_Time/TV
2012-11-21 17:57:11	2012-11-21 19:05:28	Seat		Spare_Time/TV
2012-11-21 19:06:18	2012-11-21 19:06:21	Door Bathroom		Spare_Time/TV
2012-11-21 19:13:01	2012-11-21 19:13:04	Door Bathroom		Spare_Time/TV
2012-11-21 19:15:18	2012-11-21 20:13:56	Seat		Spare_Time/TV
2012-11-21 20:14:06	2012-11-21 20:14:09	Door Bathroom		Spare_Time/TV
2012-11-21 20:34:19	2012-11-21 20:34:22	Door Bathroom		Spare_Time/TV
2012-11-21 21:01:17	2012-11-21 21:01:19	Door Bathroom		Spare_Time/TV
2012-11-21 21:01:22	2012-11-21 21:01:26	Door Bedroom		Spare_Time/TV
2012-11-21 21:08:35	2012-11-21 21:08:37	Door Bathroom		Toileting
2012-11-21 21:08:59	2012-11-21 21:09:39	Toilet		Toileting
2012-11-21 21:18:03	2012-11-21 21:18:07	Door Bathroom		Leaving
2012-11-21 21:18:13	2012-11-21 21:18:22	Maindoor		Leaving
2012-11-22 01:40:09	2012-11-22 01:40:16	Maindoor		Leaving
2012-11-22 01:40:42	2012-11-22 01:40:44	Door Kitchen		Leaving
2012-11-22 01:40:09	2012-11-22 01:40:16	Maindoor		Snack
2012-11-22 01:40:42	2012-11-22 01:40:44	Door Kitchen		Snack
2012-11-22 01:42:08	2012-11-22 01:42:26	Fridge		Snack
2012-11-22 01:42:46	2012-11-22 01:42:48	Door Kitchen		Snack
2012-11-22 01:47:05	2012-11-22 01:47:09	Door Bedroom		Grooming
2012-11-22 01:47:24	2012-11-22 01:47:43	Basin		Grooming
2012-11-22 01:55:36	2012-11-22 01:55:39	Door Bedroom		Sleeping
2012-11-22 01:56:15	2012-11-22 06:23:16	Bed		Sleeping
2012-11-22 06:23:36	2012-11-22 06:23:39	Door Bedroom		Sleeping
2012-11-22 06:25:49	2012-11-22 06:25:57	Door Bedroom		Sleeping
2012-11-22 09:29:14	2012-11-22 10:09:49	Bed		Sleeping
2012-11-22 10:11:45	2012-11-22 10:11:48	Door Bedroom		Sleeping
2012-11-22 10:16:28	2012-11-22 10:17:37	Toilet		Toileting
2012-11-22 10:17:10	2012-11-22 10:17:13	Door Bathroom		Toileting
2012-11-22 10:19:15	2012-11-22 10:19:18	Door Bathroom		Breakfast
2012-11-22 10:19:52	2012-11-22 10:19:55	Door Kitchen		Breakfast
2012-11-22 10:20:26	2012-11-22 10:20:49	Fridge		Breakfast
2012-11-22 10:24:01	2012-11-22 10:24:30	Fridge		Breakfast
2012-11-22 10:25:07	2012-11-22 10:26:06	Cupboard		Breakfast
2012-11-22 10:42:16	2012-11-22 10:42:25	Door Kitchen		Breakfast
2012-11-22 11:02:27	2012-11-22 11:02:29	Door Kitchen		Snack
2012-11-22 11:09:03	2012-11-22 11:09:13	Cupboard		Snack
2012-11-22 11:10:27	2012-11-22 11:10:30	Door Kitchen		Snack
2012-11-22 11:11:37	2012-11-22 11:11:41	Door Bathroom		Spare_Time/TV
2012-11-22 11:12:00	2012-11-22 11:55:53	Seat		Spare_Time/TV
2012-11-22 11:56:06	2012-11-22 11:56:09	Door Bathroom		Spare_Time/TV
2012-11-22 11:56:41	2012-11-22 11:56:42	Door Kitchen		Spare_Time/TV
2012-11-22 11:56:44	2012-11-22 11:56:49	Fridge		Spare_Time/TV
2012-11-22 11:12:00	2012-11-22 11:55:53	Seat		Spare_Time/TV
2012-11-22 11:56:06	2012-11-22 11:56:09	Door Bathroom		Snack
2012-11-22 11:56:41	2012-11-22 11:56:42	Door Kitchen		Snack
2012-11-22 11:56:44	2012-11-22 11:56:49	Fridge		Snack
2012-11-22 12:09:05	2012-11-22 12:09:07	Door Kitchen		Snack
2012-11-22 12:20:26	2012-11-22 12:31:26	Basin		Grooming
2012-11-22 12:38:15	2012-11-22 12:38:18	Door Bathroom		Spare_Time/TV
2012-11-22 12:39:11	2012-11-22 12:45:37	Seat		Spare_Time/TV
2012-11-22 12:45:38	2012-11-22 12:45:40	Door Bathroom		Spare_Time/TV
2012-11-22 12:46:55	2012-11-22 12:46:57	Door Bathroom		Spare_Time/TV
2012-11-22 13:05:18	2012-11-22 13:05:21	Door Bathroom		Spare_Time/TV
2012-11-22 13:17:41	2012-11-22 13:17:46	Door Bathroom		Spare_Time/TV
2012-11-22 13:18:14	2012-11-22 14:55:56	Seat		Spare_Time/TV
2012-11-22 14:55:59	2012-11-22 14:56:01	Door Bathroom		Spare_Time/TV
2012-11-22 14:56:12	2012-11-22 14:56:15	Door Kitchen		Spare_Time/TV
2012-11-22 15:05:51	2012-11-22 15:05:53	Door Kitchen		Lunch
2012-11-22 15:06:24	2012-11-22 15:07:23	Fridge		Lunch
2012-11-22 15:07:36	2012-11-22 15:07:39	Door Kitchen		Lunch
2012-11-22 15:07:46	2012-11-22 15:07:50	Door Bathroom		Lunch
2012-11-22 15:26:02	2012-11-22 15:26:05	Door Bathroom		Lunch
2012-11-22 15:26:17	2012-11-22 15:26:19	Door Kitchen		Lunch
2012-11-22 15:27:10	2012-11-22 15:27:15	Fridge		Lunch
2012-11-22 15:27:24	2012-11-22 15:27:26	Door Kitchen		Lunch
2012-11-22 15:27:34	2012-11-22 15:27:38	Door Bathroom		Lunch
2012-11-22 15:27:10	2012-11-22 15:27:15	Fridge		Spare_Time/TV
2012-11-22 15:27:24	2012-11-22 15:27:26	Door Kitchen		Spare_Time/TV
2012-11-22 15:27:34	2012-11-22 15:27:38	Door Bathroom		Spare_Time/TV
2012-11-22 16:42:49	2012-11-22 16:42:52	Door Bathroom		Spare_Time/TV
2012-11-22 16:43:08	2012-11-22 16:43:32	Door Kitchen		Snack
2012-11-22 16:51:44	2012-11-22 16:51:54	Cupboard		Snack
2012-11-22 16:53:14	2012-11-22 16:53:16	Door Kitchen		Spare_Time/TV
2012-11-22 16:53:34	2012-11-22 16:53:38	Door Bathroom		Spare_Time/TV
2012-11-22 16:54:22	2012-11-22 18:13:12	Seat		Spare_Time/TV
2012-11-22 18:15:32	2012-11-22 18:15:34	Door Bathroom		Spare_Time/TV
2012-11-22 18:15:45	2012-11-22 18:15:49	Door Kitchen		Spare_Time/TV
2012-11-22 18:15:32	2012-11-22 18:15:34	Door Bathroom		Snack
2012-11-22 18:15:45	2012-11-22 18:15:49	Door Kitchen		Snack
2012-11-22 18:17:12	2012-11-22 18:17:25	Fridge		Snack
2012-11-22 18:19:31	2012-11-22 18:19:35	Door Kitchen		Spare_Time/TV
2012-11-22 18:19:52	2012-11-22 18:19:55	Door Bathroom		Spare_Time/TV
2012-11-22 18:21:12	2012-11-22 20:21:13	Seat		Spare_Time/TV
2012-11-22 20:23:35	2012-11-22 20:23:37	Door Bathroom		Spare_Time/TV
2012-11-22 21:01:48	2012-11-22 21:02:43	Basin		Grooming
2012-11-22 21:07:50	2012-11-22 21:07:54	Door Bathroom		Leaving
2012-11-22 21:10:25	2012-11-22 21:10:27	Door Bathroom		Leaving
2012-11-22 21:11:08	2012-11-22 21:11:11	Door Bedroom		Leaving
2012-11-22 21:11:39	2012-11-22 21:11:41	Door Bedroom		Leaving
2012-11-22 21:12:25	2012-11-22 21:12:28	Door Bathroom		Leaving
2012-11-22 21:14:59	2012-11-22 21:15:03	Door Bathroom		Leaving
2012-11-22 21:15:24	2012-11-22 21:15:26	Maindoor		Leaving
2012-11-23 00:34:52	2012-11-23 00:34:55	Maindoor		Leaving
2012-11-23 00:36:00	2012-11-23 00:36:02	Door Bedroom		Snack
2012-11-23 00:36:15	2012-11-23 00:36:19	Door Bathroom		Snack
2012-11-23 00:36:26	2012-11-23 00:36:28	Door Bathroom		Snack
2012-11-23 00:36:38	2012-11-23 00:36:42	Door Kitchen		Snack
2012-11-23 00:37:57	2012-11-23 00:38:45	Fridge		Snack
2012-11-23 00:38:55	2012-11-23 00:38:57	Door Kitchen		Snack
2012-11-23 00:45:59	2012-11-23 00:46:37	Basin		Grooming
2012-11-23 00:46:44	2012-11-23 00:46:48	Door Bathroom		Grooming
2012-11-23 00:48:25	2012-11-23 00:48:28	Door Bedroom		Spare_Time/TV
2012-11-23 00:48:35	2012-11-23 00:48:37	Door Bathroom		Spare_Time/TV
2012-11-23 00:49:00	2012-11-23 01:31:17	Seat		Spare_Time/TV
2012-11-23 01:32:47	2012-11-23 01:32:50	Door Bathroom		Spare_Time/TV
2012-11-23 01:33:17	2012-11-23 01:33:19	Basin		Grooming
2012-11-23 01:33:31	2012-11-23 01:33:33	Door Bedroom		Grooming
2012-11-23 01:35:25	2012-11-23 09:14:15	Bed		Sleeping
2012-11-23 09:40:19	2012-11-23 09:40:23	Door Bedroom		Sleeping
2012-11-23 09:44:51	2012-11-23 09:45:53	Toilet		Toileting
2012-11-23 09:45:55	2012-11-23 09:45:59	Door Bathroom		Toileting
2012-11-23 09:49:00	2012-11-23 09:49:02	Door Bedroom		Breakfast
2012-11-23 09:49:25	2012-11-23 09:49:26	Door Kitchen		Breakfast
2012-11-23 09:53:56	2012-11-23 09:53:58	Fridge		Breakfast
2012-11-23 09:59:22	2012-11-23 09:59:25	Door Kitchen		Breakfast
2012-11-23 10:32:29	2012-11-23 10:38:07	Basin		Grooming
2012-11-23 10:43:31	2012-11-23 10:47:51	Basin		Grooming
2012-11-23 10:48:03	2012-11-23 10:48:06	Door Bedroom		Grooming
2012-11-23 10:48:09	2012-11-23 10:48:13	Door Bedroom		Grooming
2012-11-23 10:48:44	2012-11-23 10:48:46	Basin		Grooming
2012-11-23 10:51:59	2012-11-23 10:52:01	Basin		Grooming
2012-11-23 10:52:32	2012-11-23 10:52:35	Door Bedroom		Grooming
2012-11-23 10:56:29	2012-11-23 10:56:34	Maindoor		Sleeping
2012-11-23 12:35:47	2012-11-23 12:35:52	Maindoor		Sleeping
2012-11-23 12:53:06	2012-11-23 12:53:09	Door Bathroom		Snack
2012-11-23 12:53:24	2012-11-23 12:53:26	Door Kitchen		Snack
2012-11-23 12:56:33	2012-11-23 12:56:37	Fridge		Snack
2012-11-23 12:56:48	2012-11-23 12:56:50	Door Kitchen		Snack
2012-11-23 13:03:41	2012-11-23 13:03:49	Door Bedroom		Grooming
2012-11-23 13:03:55	2012-11-23 13:03:58	Basin		Grooming
2012-11-23 13:05:06	2012-11-23 13:05:08	Door Bedroom		Spare_Time/TV
2012-11-23 13:05:16	2012-11-23 13:05:20	Door Bathroom		Spare_Time/TV
2012-11-23 13:06:15	2012-11-23 13:57:17	Seat		Spare_Time/TV
2012-11-23 14:23:08	2012-11-23 14:23:11	Door Bathroom		Spare_Time/TV
2012-11-23 14:23:46	2012-11-23 14:23:49	Door Kitchen		Spare_Time/TV
2012-11-23 14:23:08	2012-11-23 14:23:11	Door Bathroom		Lunch
2012-11-23 14:23:46	2012-11-23 14:23:49	Door Kitchen		Lunch
2012-11-23 14:34:36	2012-11-23 14:34:39	Door Kitchen		Lunch
2012-11-23 14:34:48	2012-11-23 14:34:51	Door Bathroom		Lunch
2012-11-23 14:38:45	2012-11-23 14:38:47	Door Bathroom		Lunch
2012-11-23 14:40:32	2012-11-23 14:41:24	Toilet		Toileting
2012-11-23 14:40:46	2012-11-23 14:40:51	Door Bathroom		Toileting
2012-11-23 14:41:38	2012-11-23 14:41:42	Door Bathroom		Toileting
2012-11-23 14:41:52	2012-11-23 14:41:55	Door Kitchen		Toileting
2012-11-23 14:52:02	2012-11-23 14:52:05	Door Bathroom		Spare_Time/TV
2012-11-23 14:53:00	2012-11-23 16:48:12	Seat		Spare_Time/TV
2012-11-23 16:49:20	2012-11-23 16:49:25	Door Bathroom		Spare_Time/TV
2012-11-23 16:49:35	2012-11-23 16:49:38	Door Kitchen		Spare_Time/TV
2012-11-23 16:55:15	2012-11-23 16:56:23	Toilet		Toileting
2012-11-23 16:56:04	2012-11-23 16:56:09	Door Bathroom		Toileting
2012-11-23 16:57:24	2012-11-23 16:57:27	Door Bathroom		Snack
2012-11-23 16:57:39	2012-11-23 16:57:43	Door Kitchen		Snack
2012-11-23 17:11:21	2012-11-23 17:11:23	Door Kitchen		Spare_Time/TV
2012-11-23 17:11:39	2012-11-23 17:11:45	Door Bathroom		Spare_Time/TV
2012-11-23 17:12:10	2012-11-23 17:56:33	Seat		Spare_Time/TV
2012-11-23 17:57:09	2012-11-23 17:57:13	Door Bathroom		Spare_Time/TV
2012-11-23 17:58:00	2012-11-23 17:58:02	Door Kitchen		Snack
2012-11-23 17:58:16	2012-11-23 17:58:30	Fridge		Snack
2012-11-23 18:00:36	2012-11-23 18:00:40	Door Kitchen		Snack
2012-11-23 18:07:10	2012-11-23 18:07:14	Door Bathroom		Spare_Time/TV
2012-11-23 18:07:19	2012-11-23 19:49:11	Seat		Spare_Time/TV
2012-11-23 19:50:01	2012-11-23 19:50:24	Door Bathroom		Spare_Time/TV
2012-11-23 19:53:25	2012-11-23 19:53:29	Maindoor		Leaving
2012-11-23 22:03:43	2012-11-23 22:03:51	Maindoor		Leaving
2012-11-23 22:07:51	2012-11-23 22:08:51	Toilet		Toileting
2012-11-23 22:17:38	2012-11-24 00:24:55	Door Bathroom		Spare_Time/TV
2012-11-24 00:25:15	2012-11-24 00:26:22	Seat		Spare_Time/TV
2012-11-24 00:27:03	2012-11-24 00:27:05	Door Bathroom		Spare_Time/TV
2012-11-24 00:27:03	2012-11-24 00:27:05	Door Bathroom		Grooming
2012-11-24 00:27:55	2012-11-24 00:32:40	Basin		Grooming
2012-11-24 00:33:40	2012-11-24 00:33:43	Door Bedroom		Sleeping
2012-11-24 00:36:06	2012-11-24 10:00:19	Bed		Sleeping
2012-11-24 10:02:17	2012-11-24 10:02:19	Door Bedroom		Sleeping
2012-11-24 10:02:39	2012-11-24 10:02:43	Door Bathroom		Sleeping
2012-11-24 10:04:19	2012-11-24 10:04:21	Door Bathroom		Breakfast
2012-11-24 10:04:42	2012-11-24 10:04:45	Door Kitchen		Breakfast
2012-11-24 10:05:37	2012-11-24 10:05:56	Fridge		Breakfast
2012-11-24 10:10:02	2012-11-24 10:10:14	Fridge		Breakfast
2012-11-24 10:11:54	2012-11-24 10:12:01	Door Kitchen		Breakfast
2012-11-24 10:19:05	2012-11-24 10:19:09	Door Bathroom		Spare_Time/TV
2012-11-24 10:20:11	2012-11-24 11:12:30	Seat		Spare_Time/TV
2012-11-24 11:13:00	2012-11-24 11:13:02	Door Bathroom		Spare_Time/TV
2012-11-24 11:16:16	2012-11-24 11:16:26	Door Kitchen		Snack
2012-11-24 11:18:25	2012-11-24 11:18:31	Fridge		Snack
2012-11-24 11:19:18	2012-11-24 11:19:31	Door Kitchen		Snack
2012-11-24 11:19:42	2012-11-24 11:19:46	Door Bathroom		Snack
2012-11-24 11:30:11	2012-11-24 11:38:32	Shower		Showering
2012-11-24 11:39:54	2012-11-24 11:45:22	Basin		Grooming
2012-11-24 11:51:48	2012-11-24 11:52:27	Basin		Grooming
2012-11-24 11:59:55	2012-11-24 12:00:10	Basin		Grooming
2012-11-24 12:01:15	2012-11-24 12:02:19	Toilet		Toileting
2012-11-24 12:09:01	2012-11-24 12:09:05	Door Kitchen		Snack
2012-11-24 12:23:47	2012-11-24 12:23:52	Door Kitchen		Snack
2012-11-24 12:31:07	2012-11-24 12:31:11	Door Bathroom		Spare_Time/TV
2012-11-24 12:31:27	2012-11-24 13:17:56	Seat		Spare_Time/TV
2012-11-24 13:18:22	2012-11-24 13:18:25	Door Bathroom		Spare_Time/TV
2012-11-24 13:50:01	2012-11-24 13:50:06	Door Bathroom		Spare_Time/TV
2012-11-24 13:52:23	2012-11-24 13:52:27	Door Bathroom		Spare_Time/TV
2012-11-24 13:55:55	2012-11-24 13:55:58	Door Bathroom		Spare_Time/TV
2012-11-24 14:32:06	2012-11-24 14:32:09	Door Bathroom		Grooming
2012-11-24 14:32:11	2012-11-24 14:32:14	Door Bedroom		Grooming
2012-11-24 14:32:31	2012-11-24 14:32:34	Door Bedroom		Grooming
2012-11-24 14:32:38	2012-11-24 14:32:46	Basin		Grooming
2012-11-24 14:36:10	2012-11-24 14:36:18	Door Bathroom		Leaving
2012-11-24 14:36:30	2012-11-24 14:36:50	Maindoor		Leaving
2012-11-24 15:58:59	2012-11-24 15:59:08	Maindoor		Leaving
2012-11-24 15:59:16	2012-11-24 15:59:18	Door Bathroom		Leaving
2012-11-24 15:59:30	2012-11-24 15:59:32	Door Bathroom		Leaving
2012-11-24 15:59:52	2012-11-24 15:59:56	Door Bedroom		Leaving
2012-11-24 16:00:28	2012-11-24 16:00:33	Door Bedroom		Toileting
2012-11-24 16:00:44	2012-11-24 16:00:46	Basin		Toileting
2012-11-24 16:01:08	2012-11-24 16:01:11	Door Bathroom		Grooming
2012-11-24 16:01:25	2012-11-24 16:01:27	Door Bathroom		Grooming
2012-11-24 16:03:25	2012-11-24 16:03:28	Door Bathroom		Grooming
2012-11-24 16:04:20	2012-11-24 19:56:16	Seat		Spare_Time/TV
2012-11-24 19:58:22	2012-11-24 19:58:25	Door Bathroom		Snack
2012-11-24 19:58:38	2012-11-24 19:58:41	Door Kitchen		Snack
2012-11-24 19:58:42	2012-11-24 19:58:46	Fridge		Snack
2012-11-24 19:59:10	2012-11-24 19:59:12	Door Kitchen		Snack
2012-11-24 19:59:39	2012-11-24 19:59:42	Door Bathroom		Snack
2012-11-24 20:08:09	2012-11-24 20:08:14	Door Bathroom		Spare_Time/TV
2012-11-24 20:31:08	2012-11-24 20:31:11	Door Bathroom		Spare_Time/TV
2012-11-24 20:31:20	2012-11-24 20:31:24	Door Kitchen		Spare_Time/TV
2012-11-24 20:31:31	2012-11-24 20:31:32	Door Kitchen		Spare_Time/TV
2012-11-24 20:31:43	2012-11-24 20:31:46	Door Bathroom		Spare_Time/TV
2012-11-24 22:01:13	2012-11-24 22:01:16	Door Bathroom		Toileting
2012-11-24 22:01:55	2012-11-24 22:01:58	Door Bedroom		Toileting
2012-11-24 22:02:10	2012-11-24 22:02:14	Door Bedroom		Spare_Time/TV
2012-11-24 22:02:27	2012-11-24 22:02:32	Door Bathroom		Spare_Time/TV
2012-11-24 22:17:01	2012-11-24 22:17:06	Door Bathroom		Dinner
2012-11-24 22:17:25	2012-11-24 22:17:29	Door Kitchen		Dinner
2012-11-24 22:17:51	2012-11-24 22:17:53	Fridge		Dinner
2012-11-24 22:18:50	2012-11-24 22:18:52	Fridge		Dinner
2012-11-24 22:19:00	2012-11-24 22:19:02	Door Kitchen		Spare_Time/TV
2012-11-24 22:19:14	2012-11-24 22:19:18	Door Bathroom		Spare_Time/TV
2012-11-24 23:21:02	2012-11-24 23:21:05	Door Bathroom		Snack
2012-11-24 23:21:12	2012-11-24 23:21:16	Door Kitchen		Snack
2012-11-24 23:21:36	2012-11-24 23:21:53	Fridge		Snack
2012-11-24 23:23:06	2012-11-24 23:23:13	Door Kitchen		Spare_Time/TV
2012-11-24 23:23:43	2012-11-24 23:23:46	Door Bathroom		Spare_Time/TV
2012-11-24 23:24:16	2012-11-25 00:43:00	Seat		Spare_Time/TV
2012-11-25 00:44:10	2012-11-25 00:44:15	Door Bathroom		Spare_Time/TV
2012-11-25 00:48:17	2012-11-25 00:48:20	Door Bathroom		Spare_Time/TV
2012-11-25 00:49:12	2012-11-25 01:47:14	Seat		Spare_Time/TV
2012-11-25 01:48:04	2012-11-25 01:48:15	Door Bathroom		Spare_Time/TV
2012-11-25 01:50:18	2012-11-25 01:50:22	Door Bedroom		Sleeping
2012-11-25 01:51:14	2012-11-25 09:23:07	Bed		Sleeping
2012-11-25 09:24:15	2012-11-25 09:24:18	Door Bedroom		Sleeping
2012-11-25 09:44:05	2012-11-25 09:54:25	Basin		Grooming
2012-11-25 09:55:56	2012-11-25 09:56:29	Toilet		Toileting
2012-11-25 10:03:15	2012-11-25 10:03:19	Door Kitchen		Breakfast
2012-11-25 10:03:56	2012-11-25 10:04:03	Fridge		Breakfast
2012-11-25 10:04:04	2012-11-25 10:04:21	Fridge		Breakfast
2012-11-25 10:07:45	2012-11-25 10:07:47	Door Kitchen		Breakfast
2012-11-25 10:22:02	2012-11-25 10:22:05	Door Bathroom		Spare_Time/TV
2012-11-25 10:23:59	2012-11-25 10:41:11	Seat		Spare_Time/TV
2012-11-25 10:41:14	2012-11-25 10:41:17	Door Bathroom		Spare_Time/TV
2012-11-25 10:44:42	2012-11-25 10:44:51	Maindoor		Leaving
2012-11-25 13:39:21	2012-11-25 13:39:24	Maindoor		Leaving
2012-11-25 13:41:47	2012-11-25 13:45:27	Toilet		Toileting
2012-11-25 13:42:26	2012-11-25 13:42:39	Door Bedroom		Toileting
2012-11-25 13:50:07	2012-11-25 13:50:10	Door Bathroom		Spare_Time/TV
2012-11-25 14:00:59	2012-11-25 14:37:52	Seat		Spare_Time/TV
2012-11-25 14:38:24	2012-11-25 14:38:27	Door Bathroom		Spare_Time/TV
2012-11-25 14:38:36	2012-11-25 14:38:40	Door Kitchen		Spare_Time/TV
2012-11-25 14:41:34	2012-11-25 14:41:36	Door Kitchen		Lunch
2012-11-25 14:47:08	2012-11-25 14:47:15	Fridge		Lunch
2012-11-25 14:48:24	2012-11-25 14:49:57	Fridge		Lunch
2012-11-25 14:50:54	2012-11-25 14:50:56	Door Kitchen		Lunch
2012-11-25 14:51:06	2012-11-25 14:51:10	Door Bathroom		Lunch
2012-11-25 14:57:17	2012-11-25 14:57:19	Door Bathroom		Lunch
2012-11-25 14:57:27	2012-11-25 14:57:30	Door Kitchen		Lunch
2012-11-25 14:59:56	2012-11-25 14:59:58	Door Kitchen		Lunch
2012-11-25 15:47:11	2012-11-25 15:47:14	Door Bathroom		Snack
2012-11-25 15:47:24	2012-11-25 15:47:26	Door Kitchen		Snack
2012-11-25 15:48:18	2012-11-25 15:48:20	Fridge		Snack
2012-11-25 15:48:24	2012-11-25 15:48:26	Door Kitchen		Snack
2012-11-25 15:58:27	2012-11-25 15:58:30	Door Bathroom		Leaving
2012-11-25 15:58:51	2012-11-25 15:58:58	Maindoor		Leaving
2012-11-25 20:09:59	2012-11-25 20:10:05	Maindoor		Leaving
2012-11-25 20:10:28	2012-11-25 20:10:32	Door Bathroom		Leaving
2012-11-25 20:13:37	2012-11-25 20:14:47	Toilet		Toileting
2012-11-25 20:15:23	2012-11-25 20:15:26	Door Bathroom		Spare_Time/TV
2012-11-25 20:16:31	2012-11-25 22:00:17	Seat		Spare_Time/TV
2012-11-25 22:01:01	2012-11-25 22:01:04	Door Bathroom		Spare_Time/TV
2012-11-25 22:01:39	2012-11-25 22:01:43	Door Kitchen		Spare_Time/TV
2012-11-25 22:13:30	2012-11-25 22:13:36	Door Kitchen		Dinner
2012-11-25 22:13:41	2012-11-25 22:13:44	Door Bathroom		Dinner
2012-11-25 22:13:48	2012-11-25 22:13:51	Door Bathroom		Dinner
2012-11-25 22:13:59	2012-11-25 22:14:01	Door Kitchen		Dinner
2012-11-25 22:14:07	2012-11-25 22:14:18	Fridge		Dinner
2012-11-25 22:14:31	2012-11-25 22:14:33	Door Kitchen		Dinner
2012-11-25 22:14:44	2012-11-25 22:14:47	Door Bathroom		Dinner
2012-11-25 22:14:07	2012-11-25 22:14:18	Fridge		Spare_Time/TV
2012-11-25 22:14:31	2012-11-25 22:14:33	Door Kitchen		Spare_Time/TV
2012-11-25 22:14:44	2012-11-25 22:14:47	Door Bathroom		Spare_Time/TV
2012-11-25 22:15:01	2012-11-25 23:19:55	Seat		Spare_Time/TV
2012-11-25 23:20:05	2012-11-25 23:20:08	Door Bathroom		Spare_Time/TV
2012-11-25 23:20:18	2012-11-25 23:20:22	Door Kitchen		Spare_Time/TV
2012-11-25 23:25:34	2012-11-25 23:25:37	Door Bathroom		Spare_Time/TV
2012-11-25 23:26:17	2012-11-26 00:21:11	Seat		Spare_Time/TV
2012-11-26 00:22:08	2012-11-26 00:22:11	Door Bathroom		Spare_Time/TV
2012-11-26 00:22:14	2012-11-26 00:22:16	Door Bedroom		Spare_Time/TV
2012-11-26 00:26:43	2012-11-26 00:26:45	Door Bedroom		Spare_Time/TV
2012-11-26 00:27:03	2012-11-26 00:27:07	Door Bathroom		Spare_Time/TV
2012-11-26 00:28:57	2012-11-26 01:27:11	Seat		Spare_Time/TV
2012-11-26 01:28:34	2012-11-26 01:28:37	Door Bathroom		Spare_Time/TV
2012-11-26 01:28:48	2012-11-26 01:28:54	Door Kitchen		Spare_Time/TV
2012-11-26 01:31:56	2012-11-26 01:31:59	Door Bedroom		Toileting
2012-11-26 01:33:41	2012-11-26 08:47:41	Bed		Sleeping
2012-11-26 08:50:01	2012-11-26 08:50:03	Door Bedroom		Sleeping
2012-11-26 08:55:14	2012-11-26 08:55:18	Door Bedroom		Toileting
2012-11-26 08:56:43	2012-11-26 09:40:24	Bed		Sleeping
2012-11-26 09:43:37	2012-11-26 09:43:41	Door Bedroom		Sleeping
2012-11-26 09:50:26	2012-11-26 09:51:39	Toilet		Toileting
2012-11-26 09:57:12	2012-11-26 09:57:15	Door Bathroom		Breakfast
2012-11-26 09:57:29	2012-11-26 09:57:32	Door Kitchen		Breakfast
2012-11-26 09:58:28	2012-11-26 09:58:32	Fridge		Breakfast
2012-11-26 09:59:48	2012-11-26 09:59:50	Fridge		Breakfast
2012-11-26 10:04:57	2012-11-26 10:04:59	Door Kitchen		Breakfast
2012-11-26 10:42:45	2012-11-26 10:48:59	Shower		Showering
2012-11-26 10:52:49	2012-11-26 11:01:49	Basin		Grooming
2012-11-26 11:15:46	2012-11-26 11:16:42	Toilet		Toileting
2012-11-26 11:34:02	2012-11-26 11:34:05	Maindoor		Leaving
2012-11-26 11:59:30	2012-11-26 11:59:36	Maindoor		Leaving
2012-11-26 11:59:47	2012-11-26 11:59:49	Door Kitchen		Leaving
2012-11-26 12:04:01	2012-11-26 12:04:03	Door Kitchen		Spare_Time/TV
2012-11-26 12:04:13	2012-11-26 12:04:16	Door Bathroom		Spare_Time/TV
2012-11-26 12:05:03	2012-11-26 12:27:26	Seat		Spare_Time/TV
2012-11-26 12:27:35	2012-11-26 12:27:38	Door Bathroom		Spare_Time/TV
